Fecha,Matrícula,Intersección,Infracción,Valor en UR,Multas
2016-12-20,GGC 682,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-12,GPB 393,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-18,GRU 485,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-14,GTU 394,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-20,GWI 820,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,HAA 2933,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-10,HAG 976,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-18,HAL 1004,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,HAP 021,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-10,HAR 035,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-18,HAR 959,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-26,HAv. 198,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-17,HAX 518,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-21,HAX 629,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-26,HBB 498,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-20,HBB116,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-15,HBD 472,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-17,HBH 026,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-14,HBH 805,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-13,HBX 190,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-19,HDW 541,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-20,HGX 275,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-24,HIW 200,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-15,HKJ 756,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-19,HKJ 756,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-20,HKJ 756,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-14,HKY 369,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-20,HNZ 175,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-15,HOM 183,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,HOM 187,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-21,HOM 317,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-18,HPG 417,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-17,HTS 5454,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-17,HTU 1004,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-25,IAA 5032,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-14,IAA 8769,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-16,IAB 9315,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-18,IAC 3890,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-10,IAC 559,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-14,IAC 7790,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-10,IAC 7794,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-12,IAC 8743,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,IAC 8743,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,IAC 8988,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-26,IAD 1652,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,IAD 1656,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,IAD 2458,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-21,IAD 7118,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-16,IAD 7329,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-15,IAD 8774,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-16,IAD 9393,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-20,IAD 9857,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-13,IAD3771,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-25,IAE 2838,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,IAE 3695,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,IAE 4095,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-22,IAE 4408,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-18,IAE3075,R Rep Del Peru y L A De Herrera,Exceso de velocidad,8,1
2016-12-24,IAE4358,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-22,IAL 1033,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-26,IAP 439,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-15,IAY 744,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-25,IBX 801,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-13,IFR 656,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-22,IKE 865,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-12,IMS 4033,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-10,INY 876,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-16,ITI 1024,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,ITP 1220,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,IWC 187,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-17,IWI 2815,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,IWY 2194,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,IYG 005,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-18,JAA 8089,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-18,JAL 0666,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-18,JAT 037,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-20,JC 24 03,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-21,JCS 1608,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-19,JFB 4129,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-17,JFB 6006,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-16,JFB 6736,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-16,JFB 8532,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,JFB 959,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-19,JFB8593,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-11,JHG 527,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,JJW 326,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-16,JNA 186,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-18,JPU 330,R Rep Del Peru y L A De Herrera,Exceso de velocidad,8,1
2016-12-15,JSP 424,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-18,JTX 7107,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-25,JYO 1600,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,JYO 2007,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-23,JYO 2793,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,JYO 2937,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,JYO 3705,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,JYO 3947,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,KAL 1766,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-11,KAM 1026,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-12,KBA 766,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-12,KCA 2998,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-25,KCA 3461,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-18,KCA 3809,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-10,KCF 171,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-10,KDA 3006,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-14,KDA 4871,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-16,KDA 5432,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-19,KDA 6725,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-12,KDA 7301,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-19,KDA 7512,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,KDA 7527,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-13,KDP 677,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-19,KFE 686,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-17,KFJ 631,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,KFY 292,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-22,KKC 532,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-20,KMA 4594,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,KMA 7599,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-10,KMA 9031,Av. Rivera y Av. Luis Ponce,Exceso de velocidad,8,1
2016-12-11,KMA 9325,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-24,KMA 9325,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-22,KMA 9658,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-17,KMA5319,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-22,KMB 1648,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-16,KMB 2275,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-20,KMB 2710,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-22,KMB 5450,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,KMB 5453,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-23,KMB 6146,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,KMB 6890,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-19,KMB 7071,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,KMB 7295,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-25,KMB 7346,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-17,KMB4563,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-19,KMB5665,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-16,KMZ 444,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-10,KOE 188,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-15,KPB 121,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-10,KRA 2257,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-25,KRA 2297,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,KRB 321,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-10,KSC 1239,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-19,KTP 3235,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,KTP6131,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-18,KTU 1528,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-15,KUT 241,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-20,KVG 8815,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-22,LAA 2305,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,LAA 3962,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-23,LAA 4577,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-20,LAA 7029,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-21,LAA 7125,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,LAA 7436,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-10,LAA 8042,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-11,LAA 8597,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-19,LAA7872,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-17,LAB 1128,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,LAB 1224,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-25,LAB 1466,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-23,LAB 1803,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-23,LAB 2097,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,LAB 2097,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-24,LAB 2097,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,LAB 2321,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-20,LAB 2526,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-24,LAB 2526,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,LAB 2535,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-10,LAB 3210,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-21,LAB 4104,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,LAB 4494,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-21,LAB 5387,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,LAB 5487,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-10,LAB 6176,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,LAB 6236,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-10,LAB 6497,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-24,LAB 7163,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,LAB 7233,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-26,LAB 7376,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-15,LAB 7382,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-12,LAB 7660,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-25,LAB 8461,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,LAB 8977,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-18,LAB6512,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,LAC 1180,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,LAC 2370,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,LAC 2451,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-17,LAC 2772,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-13,LAC 3186,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-14,LAC 3678,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-21,LAC 3737,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-23,LAC 4183,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-26,LAC 4421,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,LAC 4620,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-25,LAC 4629,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-23,LAC 4849,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-24,LAC 4987,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-18,LAC 6022,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-19,LAC1986,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-25,LAD 5617,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-12,LAL 1491,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-24,LAL 2645,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-25,LAL 2645,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-26,LAL 3592,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-14,LAL 5952,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-26,LAL 6172,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-17,LAL 6435,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-23,LAL 6435,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-17,LAL 6467,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-18,LAL 6590,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-18,LAL2795,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-14,LAQ 788,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-20,LAT 561,Av. Rivera y Av. Luis Ponce,Exceso de velocidad,8,1
2016-12-16,LAT 899,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-20,LAZ 3153,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-20,LBA 3887,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,LBA 5449,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-17,LBA 6611,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,LBA 7008,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-14,LBA 7126,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-12,LBK 420,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-18,LBK 485,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-12,LCA 1303,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-14,LCA 1811,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,LCA 2009,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-14,LCA 2055,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-25,LCA 3943,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,LCA 4593,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,LCA 5648,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-23,LCA 6008,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,LCA 6597,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-10,LCA 7927,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,LCA 8932,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-17,LCB 2209,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-13,LDA 3046,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-21,LDA 3947,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-10,LDA 5027,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,LDA 5503,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-25,LDA 5503,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,LDA 5851,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-16,LDA 5901,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-20,LDA 6114,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,LDA 6439,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-10,LDA 6876,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-16,LDA 6982,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-19,LDA 6982,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-17,LDA 7591,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-26,LDA 7740,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-23,LDA 7949,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,LDA 8024,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-23,LDA 8045,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,LDA 8175,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-14,LDA 8820,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-16,LDA 8820,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-26,LDA 8820,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,LDA 9126,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-15,LDA 9146,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-25,LDA 9273,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-16,LDA 9771,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-10,LDA 9946,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,LDB 1041,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-25,LDB 1147,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-20,LDB 2452,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,LDB 2784,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,LDB 3118,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-17,LDB 3311,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-26,LDB 3311,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-18,LDB 3442,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-25,LDB 3636,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-23,LDB 3824,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-18,LDB 3921,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-18,LDB 4261,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-14,LDD 709,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,LDD 709,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,LEA 1242,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-19,LEA 1483,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-11,LEA 4635,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,LEA 5384,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-19,LEX 1196,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,LFA 1192,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-12,LFA 3882,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-22,LFA 4818,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,LFA 5246,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-12,LFE 978,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-23,LFG 910,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-18,LGA 1103,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-14,LGA 3311,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-16,LGA 3328,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-21,LHA 1337,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,LHA 2155,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-19,LHA 2871,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-23,LHA 3314,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-25,LHA 3314,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-25,LHA 3358,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,LHA 3763,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-26,LHA 3763,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,LHA 3787,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-23,LHA 3788,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-24,LHA 4188,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-14,LHA 4435,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-22,LHA 5030,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,LHA 5673,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-22,LHA 6257,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-11,LHA 6275,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
